card_name,card_type,color,cmc,power_rank,power_score,pctrank_power,deck_count,total_copies,unscored,unscored_reason,prevalence_flat,prevalence_placement,prevalence_prestige,prevalence_combined,pctrank_prevalence_flat,pctrank_prevalence_placement,pctrank_prevalence_prestige,pctrank_prevalence_combined,gap_flat,gap_placement,gap_prestige,gap_combined
Goblin Chieftain,Creature,Red,3.0,10621.0,17123.0,43.84384384384384,10,20,False,scored,0.016247,0.06074,0.013013,0.041889,64.20682730923694,78.86546184738955,61.19477911646586,73.74497991967871,20.3629834653931,35.02161800354571,17.350935272622017,29.90113607583487
"Ugin, the Spirit Dragon",Planeswalker,Colorless,8.0,20371.0,7373.0,16.516516516516518,2,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,20.13006982886501,-3.0125004522594896,13.152158182278662,-3.0125004522594896
Duress,Sorcery,Black,1.0,7781.0,19963.0,57.507507507507505,28,62,False,scored,0.050366,0.050248,0.044545,0.040746,77.61044176706827,76.05421686746988,76.15461847389558,73.14257028112449,20.10293425956076,18.54670935996237,18.647110966388077,15.635062773616987
The One Ring,Artifact,Colorless,4.0,3614.0,24130.0,76.72672672672672,151,521,False,scored,0.423233,0.42021,0.413413,0.525133,96.78714859437751,96.98795180722891,96.6867469879518,97.28915662650603,20.06042186765079,20.261225080502186,19.960020261225083,20.562429899779303
Cephalid Illusionist,Creature,Blue,2.0,5613.0,22131.0,70.12012012012012,41,164,False,scored,0.133225,0.212038,0.142142,0.214775,90.11044176706827,93.87550200803213,90.46184738955823,93.57429718875503,19.990321646948146,23.75538188791201,20.34172726943811,23.454177068634905
Step Through,Sorcery,Blue,5.0,8849.0,18895.0,48.7987987987988,16,31,False,scored,0.025183,0.041414,0.032533,0.049886,68.57429718875503,73.14257028112449,72.08835341365462,75.60240963855422,19.775498389956226,24.343771482325693,23.289554614855817,26.80361083975542
Necrogoyf,Creature,Black,5.0,20124.0,7620.0,17.117117117117118,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,19.52946922826441,-3.61310105286009,12.551557581678061,-3.61310105286009
Apex Devastator,Creature,Green,10.0,27383.0,361.0,0.15015015015015015,1,2,False,scored,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,19.5285647092876,13.353865914106878,14.257480371938204,13.353865914106878
Glaring Fleshraker,Creature,Colorless,3.0,3940.0,23804.0,75.52552552552552,70,290,False,scored,0.235581,0.22529,0.215215,0.286367,94.8293172690763,94.27710843373494,94.17670682730923,94.77911646586345,19.303791743550775,18.751582908209414,18.65118130178371,19.25359094033793
Terastodon,Creature,Green,8.0,27312.0,432.0,0.45045045045045046,2,2,False,scored,0.001625,0.001657,0.001001,0.001142,19.67871485943775,33.9859437751004,14.407630522088354,33.433734939759034,19.2282644089873,33.53549332464995,13.957180071637904,32.98328448930858
Galvanic Relay,Sorcery,Red,3.0,11798.0,15946.0,40.54054054054054,5,15,False,scored,0.012185,0.029818,0.012012,0.028561,59.588353413654616,68.02208835341365,59.63855421686747,67.7710843373494,19.047812873114076,27.48154781287311,19.09801367632693,27.230543796808853
Legion Warboss,Creature,Red,3.0,10150.0,17594.0,45.1951951951952,10,20,False,scored,0.016247,0.044174,0.015015,0.030465,64.20682730923694,74.24698795180723,63.25301204819277,68.37349397590361,19.011632114041745,29.05179275661203,18.057816852997576,23.178298780708417
"Sheoldred, the Apocalypse",Creature,Black,4.0,9110.0,18634.0,48.048048048048045,14,27,False,scored,0.021933,0.063501,0.01952,0.062072,67.01807228915662,79.66867469879519,65.86345381526104,78.3132530120482,18.970024241108575,31.62062665074714,17.815405767212994,30.265204964000148
Creative Technique,Sorcery,Red,5.0,19945.0,7799.0,17.71771771771772,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,18.92886862766381,-4.21370165346069,11.95095698107746,-4.21370165346069
Sling-Gang Lieutenant,Creature,Black,4.0,14864.0,12880.0,30.48048048048048,5,8,False,scored,0.006499,0.015461,0.005005,0.010663,49.34738955823293,57.98192771084337,45.33132530120482,54.56827309236948,18.866909077752453,27.501447230362892,14.85084482072434,24.087792611889
Skirk Prospector,Creature,Red,1.0,8361.0,19383.0,51.651651651651655,13,36,False,scored,0.029245,0.052457,0.04004,0.046839,70.43172690763052,76.80722891566265,74.6987951807229,74.49799196787149,18.780075255978865,25.155577264010994,23.047143529071242,22.84634031621983
Pyrokinesis,Instant,Red,6.0,27041.0,703.0,1.2012012012012012,2,2,False,scored,0.001625,0.003865,0.001001,0.002666,19.67871485943775,40.16064257028113,14.407630522088354,39.45783132530121,18.47751365823655,38.959441369079926,13.206429320887153,38.256630124100006
Thundertrap Trainer,Creature,Blue,2.0,7117.0,20627.0,61.26126126126126,18,74,False,scored,0.060114,0.06074,0.051051,0.078446,79.56827309236948,78.86546184738955,77.35943775100401,81.82730923694778,18.30701183110822,17.604200586128293,16.098176489742748,20.566047975686523
Aether Channeler,Creature,Blue,3.0,12970.0,14774.0,36.786786786786784,8,11,False,scored,0.008936,0.019879,0.007508,0.015994,54.71887550200803,62.75100401606426,52.359437751004016,60.19076305220884,17.932088715221248,25.964217229277473,15.572650964217232,23.403976265422052
Lórien Revealed,Sorcery,Blue,5.0,3499.0,24245.0,77.17717717717719,143,290,False,scored,0.235581,0.262838,0.280781,0.303503,94.8293172690763,94.97991967871486,95.68273092369478,95.58232931726907,17.652140091899113,17.80274250153768,18.50555374651759,18.405152140091886
Fable of the Mirror-Breaker,Creature,Red,3.0,3271.0,24473.0,78.82882882882883,115,441,False,scored,0.358245,0.281612,0.394895,0.282559,96.3855421686747,95.28112449799197,96.5863453815261,94.57831325301204,17.55671333984587,16.452295669163135,17.75751655269727,15.749484424183208
Glimpse of Nature,Sorcery,Green,1.0,7967.0,19777.0,55.1051051051051,10,40,False,scored,0.032494,0.055218,0.038038,0.079208,72.43975903614458,77.40963855421687,73.84538152610442,82.17871485943775,17.334653931039476,22.304533449111766,18.740276420999315,27.073609754332644
Nettle Sentinel,Creature,Green,1.0,7951.0,19793.0,55.55555555555556,10,40,False,scored,0.032494,0.055218,0.038038,0.079208,72.43975903614458,77.40963855421687,73.84538152610442,82.17871485943775,16.884203480589022,21.854082998661312,18.28982597054886,26.62315930388219
"Sai, Master Thopterist",Creature,Blue,3.0,10952.0,16792.0,42.792792792792795,7,15,False,scored,0.012185,0.003313,0.013013,0.002285,59.588353413654616,38.102409638554214,61.19477911646586,37.55020080321285,16.79556062086182,-4.690383154238582,18.401986323673064,-5.242591989579942
Metallic Rebuke,Instant,Blue,3.0,12339.0,15405.0,38.13813813813814,8,11,False,scored,0.008936,0.012148,0.011512,0.008378,54.71887550200803,53.56425702811245,58.48393574297189,50.85341365461847,16.580737363869893,15.426118889974312,20.34579760483375,12.715275516480332
This Town Ain't Big Enough,Instant,Blue,5.0,25824.0,1920.0,3.1531531531531534,2,2,False,scored,0.001625,0.000552,0.002002,0.000381,19.67871485943775,28.664658634538153,29.66867469879518,28.313253012048193,16.5255617062846,25.511505481385,26.515521545642027,25.16009985889504
"Kozilek, Butcher of Truth",Creature,Colorless,10.0,25660.0,2084.0,3.3033033033033035,2,2,False,scored,0.001625,0.0,0.002002,0.0,19.67871485943775,13.504016064257028,29.66867469879518,13.504016064257028,16.37541155613445,10.200712760953724,26.365371395491877,10.200712760953724
Progenitus,Creature,Multicolor,10.0,25652.0,2092.0,3.4534534534534536,2,2,False,scored,0.001625,0.002209,0.002002,0.002285,19.67871485943775,36.596385542168676,29.66867469879518,37.55020080321285,16.2252614059843,33.14293208871522,26.215221245341727,34.0967473497594
Borne Upon a Wind,Instant,Blue,2.0,18114.0,9630.0,20.72072072072072,2,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,15.925865624660808,-7.216704656463692,8.947953978074459,-7.216704656463692
Broadside Bombardiers,Creature,Red,3.0,3316.0,24428.0,78.37837837837839,68,258,False,scored,0.209586,0.172281,0.226226,0.178218,94.12650602409639,92.11847389558233,94.47791164658635,92.21887550200803,15.748127645718,13.74009551720394,16.099533268207963,13.840497123629646
Silvergill Adept,Creature,Blue,2.0,18093.0,9651.0,21.17117117117117,1,4,False,scored,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,15.475415174210358,-7.667155106914143,26.82079670031477,-7.667155106914143
Invigorate,Instant,Green,3.0,11745.0,15999.0,40.690690690690694,6,12,False,scored,0.009748,0.008835,0.016016,0.006855,56.12449799196787,50.30120481927711,63.90562248995984,48.84538152610442,15.433807301277177,9.610514128586416,23.214931799269145,8.154690835413724
Tishana's Tidebinder,Creature,Blue,3.0,10482.0,17262.0,44.294294294294296,11,15,False,scored,0.012185,0.009387,0.011512,0.006474,59.588353413654616,51.30522088353413,58.48393574297189,48.44377510040161,15.29405911936032,7.010926589239837,14.189641448677591,4.149480806107313
Breya's Apprentice,Creature,Red,3.0,11710.0,16034.0,40.990990990990994,12,12,False,scored,0.009748,0.001104,0.008509,0.000762,56.12449799196787,31.12449799196787,54.51807228915663,30.42168674698795,15.133507000976877,-9.866492999023123,13.527081298165633,-10.569304244003042
Manaweft Sliver,Creature,Green,2.0,17980.0,9764.0,21.77177177177177,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,14.874814573609758,-8.267755707514743,7.896902927023408,-8.267755707514743
Golgari Grave-Troll,Creature,Green,5.0,8773.0,18971.0,49.3993993993994,5,20,False,scored,0.016247,0.0,0.014014,0.0,64.20682730923694,13.504016064257028,62.09839357429719,13.504016064257028,14.807427909837543,-35.89538333514237,12.698994174897791,-35.89538333514237
Thirst for Discovery,Instant,Blue,3.0,21484.0,6260.0,13.663663663663664,1,3,False,scored,0.002437,0.0,0.001502,0.0,28.162650602409638,13.504016064257028,21.686746987951807,13.504016064257028,14.498986938745974,-0.15964759940663598,8.023083324288143,-0.15964759940663598
Thwart,Instant,Blue,4.0,24563.0,3181.0,5.255255255255255,2,2,False,scored,0.001625,0.003865,0.002002,0.002666,19.67871485943775,40.16064257028113,29.66867469879518,39.45783132530121,14.423459604182495,34.90538731502587,24.413419443539922,34.20257607004595
"Emry, Lurker of the Loch",Creature,Blue,3.0,4881.0,22863.0,73.87387387387388,33,142,False,scored,0.115353,0.145776,0.121121,0.147753,87.95180722891567,90.61244979919678,88.25301204819277,90.36144578313252,14.077933355041793,16.738575925322905,14.379138174318896,16.487571909258648
"Uro, Titan of Nature's Wrath",Creature,Multicolor,3.0,3335.0,24409.0,78.22822822822823,76,192,False,scored,0.155971,0.161789,0.168669,0.152323,92.16867469879519,91.46586345381526,92.36947791164658,91.0140562248996,13.940446470566954,13.237635225587027,14.141249683418351,12.785827996671372
Reclamation Sage,Creature,Green,3.0,21239.0,6505.0,14.564564564564565,3,3,False,scored,0.002437,0.000552,0.001502,0.000381,28.162650602409638,28.664658634538153,21.686746987951807,28.313253012048193,13.598086037845073,14.100094069973588,7.122182423387242,13.748688447483628
Endurance,Creature,Green,3.0,3283.0,24461.0,78.67867867867868,92,194,False,scored,0.157595,0.19492,0.14965,0.175552,92.26907630522088,93.27309236947791,91.16465863453816,91.91767068273093,13.590397626542199,14.594413690799229,12.485979955859477,13.23899200405225
It That Heralds the End,Creature,Colorless,2.0,6956.0,20788.0,63.513513513513516,22,59,False,scored,0.047929,0.018774,0.038539,0.022848,77.0582329317269,61.94779116465863,74.24698795180723,65.11044176706827,13.54471941821339,-1.5657223488548837,10.733474438293712,1.5969282535547507
Rite of Flame,Sorcery,Red,1.0,8125.0,19619.0,54.2042042042042,8,28,False,scored,0.022746,0.049144,0.023023,0.054075,67.62048192771084,75.60240963855422,67.9718875502008,76.55622489959839,13.416277723506639,21.398205434350018,13.767683345996602,22.352020695394188
Storm of Memories,Sorcery,Red,5.0,13282.0,14462.0,36.03603603603604,3,8,False,scored,0.006499,0.013252,0.005005,0.009139,49.34738955823293,55.52208835341366,45.33132530120482,52.610441767068274,13.311353522196896,19.48605231737762,9.295289265168783,16.574405731032236
"Ghalta, Stampede Tyrant",Creature,Green,8.0,23926.0,3818.0,6.456456456456457,2,2,False,scored,0.001625,0.0,0.002002,0.0,19.67871485943775,13.504016064257028,29.66867469879518,13.504016064257028,13.222258402981293,7.047559607800571,23.21221824233872,7.047559607800571
Serum Powder,Artifact,Colorless,3.0,10913.0,16831.0,42.94294294294294,3,12,False,scored,0.009748,0.0,0.014014,0.0,56.12449799196787,13.504016064257028,62.09839357429719,13.504016064257028,13.18155504902493,-29.438926878685912,19.15545063135425,-29.438926878685912
Wastescape Battlemage,Creature,Colorless,2.0,5625.0,22119.0,69.96996996996997,32,98,False,scored,0.07961,0.088901,0.064565,0.09444,83.13253012048193,84.48795180722891,80.72289156626506,84.58835341365462,13.162560150511965,14.517981837258944,10.752921596295096,14.61838344368465
Mind's Desire,Sorcery,Blue,6.0,20963.0,6781.0,15.015015015015015,1,3,False,scored,0.002437,0.0,0.003003,0.0,28.162650602409638,13.504016064257028,37.55020080321285,13.504016064257028,13.147635587394623,-1.5109989507579868,22.535185788197836,-1.5109989507579868
"Yggdrasil, Rebirth Engine",Artifact,Colorless,3.0,11398.0,16346.0,41.591591591591595,8,11,False,scored,0.008936,0.001104,0.008509,0.002285,54.71887550200803,31.12449799196787,54.51807228915663,37.55020080321285,13.127283910416438,-10.467093599623723,12.926480697565033,-4.041390788378742
Paradigm Shift,Sorcery,Blue,2.0,17374.0,10370.0,23.723723723723722,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,12.922862621657806,-10.219707659466694,5.944950975071457,-10.219707659466694
Ashen Rider,Creature,Multicolor,8.0,23875.0,3869.0,7.057057057057057,2,2,False,scored,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,12.621657802380692,6.446959007199971,30.493143746155795,6.446959007199971
Ideas Unbound,Sorcery,Blue,2.0,17323.0,10421.0,24.174174174174176,4,4,False,scored,0.003249,0.002209,0.003003,0.001523,36.64658634538153,36.596385542168676,37.55020080321285,36.04417670682731,12.472412171207353,12.4222113679945,13.376026629038677,11.870002532653132
Sinkhole,Sorcery,Black,2.0,17184.0,10560.0,24.474474474474476,1,4,False,scored,0.003249,0.0,0.004004,0.0,36.64658634538153,13.504016064257028,41.61646586345382,13.504016064257028,12.172111870907052,-10.970458410217448,17.141991388979342,-10.970458410217448
Retrofitter Foundry,Artifact,Colorless,1.0,8263.0,19481.0,52.4024024024024,10,20,False,scored,0.016247,0.024848,0.015516,0.022468,64.20682730923694,66.16465863453816,63.60441767068273,64.75903614457832,11.80442490683454,13.762256232135755,11.202015268280327,12.356633742175916
Cruel Reality,Enchantment,Black,7.0,23561.0,4183.0,8.108108108108109,2,2,False,scored,0.001625,0.003865,0.002002,0.002666,19.67871485943775,40.16064257028113,29.66867469879518,39.45783132530121,11.570606751329642,32.052534462173014,21.56056659068707,31.349723217193098
Eidolon of the Great Revel,Creature,Red,2.0,16877.0,10867.0,25.375375375375377,1,4,False,scored,0.003249,0.01767,0.002002,0.012186,36.64658634538153,60.24096385542169,29.66867469879518,56.42570281124498,11.271210970006152,34.86558848004631,4.293299323419802,31.050327435869605
"Barrin, Tolarian Archmage",Creature,Blue,3.0,23419.0,4325.0,8.558558558558559,2,2,False,scored,0.001625,0.000552,0.002503,0.001142,19.67871485943775,28.664658634538153,35.19076305220884,33.433734939759034,11.120156300879191,20.106100075979594,26.632204493650278,24.875176381200475
Heritage Druid,Creature,Green,1.0,7635.0,20109.0,58.25825825825826,10,33,False,scored,0.026807,0.041414,0.032032,0.059406,69.17670682730923,73.14257028112449,71.73694779116465,78.01204819277109,10.918448569050973,14.884312022866233,13.478689532906394,19.75378993451283
Infernal Tutor,Sorcery,Black,2.0,6067.0,21677.0,68.46846846846847,18,71,False,scored,0.057677,0.041966,0.05956,0.041127,78.91566265060241,73.44377510040161,79.61847389558233,73.44377510040161,10.447194182133941,4.975306631933137,11.150005427113854,4.975306631933137
Memory's Journey,Instant,Blue,2.0,6205.0,21539.0,67.41741741741743,59,62,False,scored,0.050366,0.053562,0.052553,0.062833,77.61044176706827,77.00803212851406,77.81124497991968,78.46385542168674,10.193024349650841,9.590614711096634,10.393827562502253,11.04643800426932
Rotting Regisaur,Creature,Black,3.0,22736.0,5008.0,9.75975975975976,1,2,False,scored,0.001625,0.001104,0.001001,0.000762,19.67871485943775,31.12449799196787,14.407630522088354,30.42168674698795,9.91895509967799,21.36473823220811,4.647870762328594,20.661926987228192
Poxwalkers,Creature,Black,3.0,4925.0,22819.0,73.57357357357357,33,99,False,scored,0.080422,0.021535,0.081582,0.038462,83.33333333333333,63.90562248995984,83.93574297188755,72.23895582329317,9.75975975975976,-9.66795108361373,10.36216939831398,-1.334617750280401
Snapcaster Mage,Creature,Blue,2.0,5458.0,22286.0,70.57057057057057,31,77,False,scored,0.062551,0.12921,0.06006,0.125666,80.2710843373494,89.1566265060241,79.81927710843374,88.45381526104417,9.700513766778826,18.58605593545353,9.248706537863171,17.883244690473603
Rest in Peace,Enchantment,White,2.0,16561.0,11183.0,27.47747747747748,2,4,False,scored,0.003249,0.009939,0.002002,0.006855,36.64658634538153,51.7570281124498,29.66867469879518,48.84538152610442,9.16910886790405,24.279550634972324,2.191197221317701,21.36790404862694
Patchwork Automaton,Creature,Colorless,2.0,5154.0,22590.0,72.52252252252252,22,85,False,scored,0.06905,0.06847,0.06957,0.05179,81.57630522088354,80.87349397590361,81.82730923694778,76.00401606425703,9.053782698361019,8.350971453381092,9.304786714425262,3.4814935417345083
Muscle Sliver,Creature,Green,2.0,16546.0,11198.0,27.62762762762763,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,9.0189587177539,-14.1236115633706,2.041047071167551,-14.1236115633706
"Kaito, Bane of Nightmares",Planeswalker,Multicolor,4.0,3846.0,23898.0,76.12612612612612,61,109,False,scored,0.088546,0.106571,0.08008,0.130998,84.73895582329317,86.44578313253012,83.43373493975903,88.95582329317268,8.612829697167044,10.319657006404,7.3076088136329105,12.829697167046561
Boggart Harbinger,Creature,Black,3.0,21993.0,5751.0,11.411411411411411,1,2,False,scored,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,8.26730344802634,2.0926046528456173,2.996219110676943,2.0926046528456173
Malevolent Rumble,Sorcery,Green,2.0,7136.0,20608.0,61.111111111111114,9,32,False,scored,0.025995,0.036996,0.017518,0.025514,68.77510040160642,71.53614457831326,64.70883534136546,66.46586345381526,7.663989290495309,10.425033467202141,3.597724230254343,5.3547523427041455
Thought Lash,Enchantment,Blue,4.0,15300.0,12444.0,29.27927927927928,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,7.367307066102249,-15.775263215022251,0.38939541951589973,-15.775263215022251
Eldrazi Linebreaker,Creature,Red,3.0,4886.0,22858.0,73.72372372372372,20,78,False,scored,0.063363,0.061844,0.055055,0.077685,80.52208835341365,79.16666666666667,78.3132530120482,81.52610441767068,6.798364629689928,5.442942942942949,4.589529288324471,7.802380693946958
One with the Multiverse,Enchantment,Blue,8.0,27307.0,437.0,0.6006006006006006,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,6.628315062050002,12.903415463656428,4.670483736748797,12.903415463656428
Dack Fayden,Planeswalker,Multicolor,3.0,11870.0,15874.0,39.93993993993994,2,7,False,scored,0.005686,0.01767,0.005506,0.024372,46.4859437751004,60.24096385542169,46.4859437751004,65.8132530120482,6.546003835160462,20.30102391548175,6.546003835160462,25.873313072108253
Pyroblast,Instant,Red,1.0,1859.0,25885.0,86.33633633633633,90,218,False,scored,0.177092,0.150193,0.182182,0.151181,92.8714859437751,90.76305220883535,93.1726907630522,90.8132530120482,6.535149607438768,4.426715872499017,6.836354426715872,4.476916675711863
"Torsten, Founder of Benalia",Creature,Multicolor,7.0,27165.0,579.0,0.9009009009009009,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,6.328014761749702,12.603115163356128,4.370183436448497,12.603115163356128
Ichorid,Creature,Black,4.0,14895.0,12849.0,30.33033033033033,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,6.316256015051199,-16.826314266073304,-0.661655631535151,-16.826314266073304
Barrowgoyf,Creature,Black,3.0,3165.0,24579.0,79.27927927927928,52,116,False,scored,0.094232,0.15185,0.085586,0.19345,85.5421686746988,90.96385542168674,84.58835341365462,93.07228915662651,6.262889395419521,11.684576142407465,5.3090741343753365,13.793009877347231
Cursed Mirror,Artifact,Red,3.0,10903.0,16841.0,43.093093093093096,5,8,False,scored,0.006499,0.015461,0.005506,0.016756,49.34738955823293,57.98192771084337,46.4859437751004,60.6425702811245,6.254296465139838,14.888834617750277,3.3928506820073068,17.549477188031403
"Fblthp, the Lost",Creature,Blue,2.0,17962.0,9782.0,21.92192192192192,3,3,False,scored,0.002437,0.004417,0.002002,0.003046,28.162650602409638,43.22289156626506,29.66867469879518,41.91767068273092,6.240728680487717,21.30096964434314,7.746752776873258,19.995748760809
Gurmag Angler,Creature,Black,7.0,27157.0,587.0,1.0510510510510511,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,6.177864611599551,42.17184051521401,4.220033286298346,40.86661963167987
Fire Nation Occupation,Enchantment,Black,3.0,21594.0,6150.0,13.513513513513514,2,2,False,scored,0.001625,0.003865,0.001001,0.002666,19.67871485943775,40.16064257028113,14.407630522088354,39.45783132530121,6.1652013459242365,26.64712905676761,0.89411700857484,25.94431781178769
Ox of Agonas,Creature,Red,5.0,13111.0,14633.0,36.63663663663664,4,5,False,scored,0.004062,0.0,0.004004,0.0,42.7710843373494,13.504016064257028,41.61646586345382,13.504016064257028,6.134447700712762,-23.132620572379608,4.979829226817181,-23.132620572379608
Snap,Instant,Blue,2.0,17843.0,9901.0,22.07207207207207,1,3,False,scored,0.002437,0.001657,0.001502,0.001142,28.162650602409638,33.9859437751004,21.686746987951807,33.433734939759034,6.090578530337567,11.913871703028331,-0.38532508412026445,11.361662867686963
Life from the Loam,Sorcery,Green,2.0,2669.0,25075.0,81.68168168168168,58,140,False,scored,0.113729,0.090006,0.122623,0.078446,87.75100401606426,84.63855421686748,88.45381526104417,81.82730923694778,6.069322334382576,2.956872535185795,6.772133579362489,0.1456275552661026
Twinshot Sniper,Creature,Red,4.0,9599.0,18145.0,47.2972972972973,9,10,False,scored,0.008123,0.011596,0.007007,0.007997,53.26305220883534,52.911646586345384,51.15461847389558,50.0,5.965754911538042,5.614349289048086,3.8573211765982833,2.7027027027027017
Voice of Victory,Creature,White,2.0,6797.0,20947.0,64.11411411411412,7,35,False,scored,0.028432,0.013252,0.039039,0.018279,70.03012048192771,55.52208835341366,74.44779116465864,61.44578313253012,5.916006367813594,-8.592025760700459,10.333677050544523,-2.668330981583999
Harbinger of the Tides,Creature,Blue,2.0,17742.0,10002.0,22.52252252252252,1,3,False,scored,0.002437,0.0,0.004505,0.0,28.162650602409638,13.504016064257028,43.92570281124498,13.504016064257028,5.640128079887116,-9.018506458265493,21.40318028872246,-9.018506458265493
Long Goodbye,Instant,Black,2.0,17727.0,10017.0,22.67267267267267,2,3,False,scored,0.002437,0.0,0.001502,0.0,28.162650602409638,13.504016064257028,21.686746987951807,13.504016064257028,5.489977929736966,-9.168656608415644,-0.9859256847208648,-9.168656608415644
Unlicensed Hearse,Artifact,Colorless,2.0,7003.0,20741.0,62.16216216216216,15,28,False,scored,0.022746,0.012148,0.03003,0.008378,67.62048192771084,53.56425702811245,70.63253012048193,50.85341365461847,5.45831976554868,-8.59790513404971,8.47036795831977,-11.30874850754369
Massacre Wurm,Creature,Black,6.0,26937.0,807.0,1.8018018018018018,1,1,False,scored,0.000812,0.000552,0.000501,0.000381,7.228915662650603,28.664658634538153,5.271084337349397,28.313253012048193,5.4271138608488005,26.86285683273635,3.4692825355475954,26.511451210246392
"Chandra, Awakened Inferno",Planeswalker,Red,6.0,26892.0,852.0,1.951951951951952,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,5.2769637106986504,41.27093961431311,3.3191323853974453,39.96571873077897
Fiend Artisan,Creature,Colorless,2.0,5700.0,22044.0,69.51951951951952,15,49,False,scored,0.039805,0.065157,0.044545,0.051028,74.64859437751004,79.96987951807229,76.15461847389558,75.80321285140562,5.129074857990517,10.45035999855277,6.635098954376062,6.283693331886099
Merchant Scroll,Sorcery,Blue,2.0,17530.0,10214.0,23.123123123123122,1,3,False,scored,0.002437,0.001657,0.001502,0.001142,28.162650602409638,33.9859437751004,21.686746987951807,33.433734939759034,5.039527479286516,10.86282065197728,-1.4363761351713151,10.310611816635912
Transmute Artifact,Sorcery,Blue,2.0,7221.0,20523.0,60.510510510510514,6,22,False,scored,0.017872,0.0,0.015015,0.0,65.41164658634538,13.504016064257028,63.25301204819277,13.504016064257028,4.90113607583487,-47.006494446253484,2.7425015376822586,-47.006494446253484
Badgermole Cub,Creature,Green,2.0,5450.0,22294.0,70.72072072072072,14,51,False,scored,0.04143,0.069023,0.032533,0.070449,75.20080321285141,81.02409638554217,72.08835341365462,80.12048192771084,4.480082492130691,10.303375664821445,1.3676326929338956,9.39976120699012
"Venser, Shaper Savant",Creature,Blue,4.0,14233.0,13511.0,32.28228228228228,4,4,False,scored,0.003249,0.00497,0.004004,0.004189,36.64658634538153,45.43172690763052,41.61646586345382,44.528112449799195,4.364304063099247,13.149444625348238,9.334183581171537,12.245830167516914
Pair o' Dice Lost,Instant,Green,5.0,26069.0,1675.0,3.003003003003003,1,1,False,scored,0.000812,0.0,0.001502,0.0,7.228915662650603,13.504016064257028,21.686746987951807,13.504016064257028,4.2259126596476,10.501013061254024,18.683743984948805,10.501013061254024
Static Prison,Enchantment,White,1.0,8291.0,19453.0,52.1021021021021,6,12,False,scored,0.009748,0.008835,0.009009,0.012186,56.12449799196787,50.30120481927711,55.12048192771084,56.42570281124498,4.02239588986577,-1.800897282824991,3.01837982560874,4.32360070914288
Orcish Bowmasters,Creature,Black,2.0,798.0,26946.0,94.5945945945946,255,881,False,scored,0.715678,0.775262,0.800801,0.823305,98.49397590361446,98.69477911646587,98.79518072289157,98.59437751004016,3.8993813090198586,4.10018452187127,4.200586128296976,3.9997829154455644
Amped Raptor,Creature,Red,2.0,5650.0,22094.0,69.66966966966967,8,44,False,scored,0.035743,0.01767,0.052052,0.024372,73.54417670682732,60.24096385542169,77.66064257028113,65.8132530120482,3.8745070371576418,-9.428705814247984,7.990972900611453,-3.8564166576214802
Thrumming Hivepool,Artifact,Colorless,6.0,20421.0,7323.0,16.066066066066067,1,2,False,scored,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,3.612648793371683,-2.5620500018090393,-1.6584355439777134,-2.5620500018090393
Humility,Enchantment,White,4.0,25465.0,2279.0,3.903903903903904,1,1,False,scored,0.000812,0.003865,0.000501,0.002666,7.228915662650603,40.16064257028113,5.271084337349397,39.45783132530121,3.3250117587466987,36.256738666377224,1.3671804334454936,35.553927421397304
