card_name,card_type,color,cmc,power_rank,power_score,pctrank_power,deck_count,total_copies,unscored,unscored_reason,prevalence_flat,prevalence_placement,prevalence_prestige,prevalence_combined,pctrank_prevalence_flat,pctrank_prevalence_placement,pctrank_prevalence_prestige,pctrank_prevalence_combined,gap_flat,gap_placement,gap_prestige,gap_combined
"Cecil, Dark Knight",Creature,Black,1.0,6.0,27738.0,99.84984984984985,1,2,False,scored,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,-80.1711349904121,-86.34583378559282,-62.29964904663699,-86.34583378559282
Silent Gravestone,Artifact,Colorless,1.0,1384.0,26360.0,90.24024024024024,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-83.01132457758963,-76.73622417598321,-84.96915590289085,-76.73622417598321
Relic of Progenitus,Artifact,Colorless,1.0,1293.0,26451.0,90.990990990991,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-83.76207532834039,-77.48697492673396,-85.7199066536416,-77.48697492673396
Fading Hope,Instant,Blue,1.0,1259.0,26485.0,91.44144144144144,1,1,False,scored,0.000812,0.000552,0.000501,0.000381,7.228915662650603,28.664658634538153,5.271084337349397,28.313253012048193,-84.21252577879083,-62.776782806903284,-86.17035710409205,-63.12818842939325
Hope of Ghirapur,Creature,Colorless,1.0,930.0,26814.0,93.54354354354355,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-86.31462788089294,-80.03952747928652,-88.27245920619416,-80.03952747928652
Warping Wail,Instant,Colorless,2.0,771.0,26973.0,95.04504504504504,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-87.81612938239444,-81.54102898078801,-89.77396070769565,-81.54102898078801
Malevolent Hermit,Creature,Blue,2.0,646.0,27098.0,95.34534534534535,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-88.11642968269474,-81.84132928108832,-90.07426100799596,-81.84132928108832
Scavenging Ooze,Creature,Green,2.0,599.0,27145.0,95.94594594594595,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,-88.71703028329534,-52.72305437968089,-90.67486160859656,-54.02827526321503
Hexdrinker,Creature,Green,1.0,272.0,27472.0,98.04804804804805,1,1,False,scored,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,-90.81913238539744,-64.06210427294764,-92.77696371069865,-64.61431310828901
Ad Nauseam,Unknown,Unknown,,,,,17,17,True,no_abilities,0.01381,0.008835,0.014515,0.009139,62.19879518072289,50.30120481927711,62.75100401606426,52.610441767068274,,,,
Aether Vial,Unknown,Unknown,,,,,46,180,True,no_abilities,0.146223,0.137493,0.15015,0.122239,91.36546184738955,89.85943775100401,91.31526104417671,87.85140562248996,,,,
Agadeem's Awakening,Unknown,Unknown,,,,,34,114,True,x_cost,0.092608,0.062949,0.105606,0.081493,85.4417670682731,79.51807228915662,86.64658634538152,82.68072289156626,,,,
All Is Dust,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,,,,
Ancient Den,Unknown,Unknown,,,,,1,4,True,land,0.003249,0.006626,0.002002,0.00457,36.64658634538153,47.48995983935743,29.66867469879518,45.33132530120482,,,,
Ancient Stirrings,Unknown,Unknown,,,,,4,10,True,no_abilities,0.008123,0.01767,0.005005,0.012186,53.26305220883534,60.24096385542169,45.33132530120482,56.42570281124498,,,,
Ancient Tomb,Unknown,Unknown,,,,,394,1490,True,land,1.210398,1.196576,1.243744,1.28789,99.39759036144578,99.39759036144578,99.39759036144578,99.49799196787149,,,,
Arena of Glory,Unknown,Unknown,,,,,12,16,True,land,0.012998,0.013805,0.01001,0.00952,60.94377510040161,56.67670682730924,56.27510040160642,53.714859437751,,,,
Arid Mesa,Unknown,Unknown,,,,,57,140,True,land,0.113729,0.066814,0.127127,0.067403,87.75100401606426,80.4718875502008,88.95582329317268,79.51807228915662,,,,
Ash Barrens,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.003865,0.001502,0.007997,7.228915662650603,40.16064257028113,21.686746987951807,50.0,,,,
Ba Sing Se,Unknown,Unknown,,,,,2,2,True,land,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Back to Basics,Unknown,Unknown,,,,,11,16,True,no_abilities,0.012998,0.019879,0.010511,0.013709,60.94377510040161,62.75100401606426,57.07831325301205,58.23293172690763,,,,
Badlands,Unknown,Unknown,,,,,74,123,True,land,0.099919,0.088901,0.103103,0.063214,85.99397590361446,84.48795180722891,86.54618473895582,78.6144578313253,,,,
Bayou,Unknown,Unknown,,,,,117,164,True,land,0.133225,0.144671,0.13964,0.134425,90.11044176706827,90.31124497991968,90.31124497991968,89.05622489959839,,,,
Beastrider Vanguard,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Birthing Ritual,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Blast Zone,Unknown,Unknown,,,,,41,43,True,land,0.034931,0.019879,0.035536,0.017136,73.19277108433735,62.75100401606426,73.0421686746988,60.893574297188756,,,,
Blood Moon,Unknown,Unknown,,,,,41,138,True,no_abilities,0.112104,0.09884,0.117618,0.092536,87.5,85.4417670682731,87.8012048192771,84.23694779116465,,,,
Bloodstained Mire,Unknown,Unknown,,,,,146,269,True,land,0.218522,0.217559,0.207708,0.203732,94.47791164658635,94.07630522088354,93.87550200803213,93.27309236947791,,,,
Boggart Trawler,Unknown,Unknown,,,,,34,145,True,x_cost,0.11779,0.06847,0.128629,0.106626,88.20281124497991,80.87349397590361,89.20682730923694,86.24497991967871,,,,
Bojuka Bog,Unknown,Unknown,,,,,74,74,True,land,0.060114,0.057427,0.06006,0.054075,79.56827309236948,78.01204819277109,79.81927710843374,76.55622489959839,,,,
Bonus Round,Unknown,Unknown,,,,,4,8,True,no_abilities,0.006499,0.020431,0.006006,0.022087,49.34738955823293,63.20281124497992,47.99196787148594,64.5582329317269,,,,
"Boromir, Gondor's Hope",Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,,,,
"Boseiju, Who Endures",Unknown,Unknown,,,,,95,150,True,land,0.121852,0.144671,0.120621,0.148515,88.95582329317268,90.31124497991968,88.15261044176707,90.51204819277109,,,,
"Boseiju, Who Shelters All",Unknown,Unknown,,,,,1,2,True,land,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,,,,
Breakthrough,Unknown,Unknown,,,,,5,14,True,x_cost,0.011373,0.0,0.01001,0.0,58.58433734939759,13.504016064257028,56.27510040160642,13.504016064257028,,,,
Bridgeworks Battle,Unknown,Unknown,,,,,1,1,True,x_cost,0.000812,0.0,0.001001,0.0,7.228915662650603,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Bubbling Muck,Unknown,Unknown,,,,,1,2,True,no_abilities,0.001625,0.001104,0.001001,0.000762,19.67871485943775,31.12449799196787,14.407630522088354,30.42168674698795,,,,
Burning Wish,Unknown,Unknown,,,,,26,79,True,no_abilities,0.064175,0.112645,0.058559,0.10358,80.82329317269077,86.99799196787149,79.36746987951807,85.8433734939759,,,,
Candelabra of Tawnos,Unknown,Unknown,,,,,18,38,True,no_abilities,0.030869,0.063501,0.043043,0.1131,71.63654618473896,79.66867469879519,75.70281124497991,86.94779116465864,,,,
Castle Locthwain,Unknown,Unknown,,,,,5,9,True,land,0.007311,0.013805,0.008509,0.021706,51.907630522088354,56.67670682730924,54.51807228915663,64.35742971887551,,,,
Cataclysm,Unknown,Unknown,,,,,1,2,True,no_abilities,0.001625,0.008835,0.001001,0.006093,19.67871485943775,50.30120481927711,14.407630522088354,47.640562248995984,,,,
Cave of the Frost Dragon,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,,,,
Cavern of Souls,Unknown,Unknown,,,,,223,626,True,land,0.50853,0.624517,0.523023,0.648896,97.38955823293172,97.79116465863454,97.38955823293172,97.79116465863454,,,,
Cephalid Coliseum,Unknown,Unknown,,,,,6,21,True,land,0.017059,0.0,0.014515,0.0,64.90963855421687,13.504016064257028,62.75100401606426,13.504016064257028,,,,
Chalice of the Void,Unknown,Unknown,,,,,145,563,True,x_cost,0.457352,0.422971,0.472973,0.454684,97.08835341365462,97.08835341365462,96.98795180722891,96.88755020080322,,,,
Children of Korlis,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,,,,
Chord of Calling,Unknown,Unknown,,,,,12,48,True,x_cost,0.038993,0.044174,0.026026,0.030465,74.44779116465864,74.24698795180723,69.22690763052209,68.37349397590361,,,,
Chrome Mox,Unknown,Unknown,,,,,182,646,True,x_cost,0.524777,0.6328,0.56006,0.638233,97.59036144578313,97.89156626506023,97.69076305220884,97.69076305220884,,,,
City of Brass,Unknown,Unknown,,,,,1,3,True,land,0.002437,0.0,0.001502,0.0,28.162650602409638,13.504016064257028,21.686746987951807,13.504016064257028,,,,
City of Traitors,Unknown,Unknown,,,,,261,770,True,land,0.625508,0.605191,0.664665,0.666032,98.09236947791165,97.69076305220884,98.09236947791165,97.89156626506023,,,,
Clever Impersonator,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.001001,0.0,7.228915662650603,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Cloudpost,Unknown,Unknown,,,,,25,100,True,land,0.081235,0.072888,0.062062,0.071592,83.63453815261045,81.72690763052209,80.42168674698794,80.57228915662651,,,,
Clown Car,Unknown,Unknown,,,,,1,2,True,x_cost,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,,,,
Coiling Oracle,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Collector Ouphe,Unknown,Unknown,,,,,37,37,True,no_abilities,0.030057,0.036444,0.025025,0.027799,71.08433734939759,71.3855421686747,68.92570281124497,67.36947791164658,,,,
Commercial District,Unknown,Unknown,,,,,7,7,True,land,0.005686,0.010491,0.005005,0.007235,46.4859437751004,52.25903614457831,45.33132530120482,49.196787148594375,,,,
Conspicuous Snoop,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Copy Artifact,Unknown,Unknown,,,,,4,16,True,no_abilities,0.012998,0.0,0.01001,0.0,60.94377510040161,13.504016064257028,56.27510040160642,13.504016064257028,,,,
Cosmogoyf,Unknown,Unknown,,,,,1,3,True,no_abilities,0.002437,0.0,0.001502,0.0,28.162650602409638,13.504016064257028,21.686746987951807,13.504016064257028,,,,
Crashing Footfalls,Unknown,Unknown,,,,,13,39,True,x_cost,0.031682,0.024848,0.046547,0.049124,71.93775100401606,66.16465863453816,76.60642570281125,75.3012048192771,,,,
Creeping Tar Pit,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,,,,
Crystal Vein,Unknown,Unknown,,,,,4,10,True,land,0.008123,0.0,0.008008,0.0,53.26305220883534,13.504016064257028,53.56425702811245,13.504016064257028,,,,
Cunning Wish,Unknown,Unknown,,,,,13,40,True,no_abilities,0.032494,0.022639,0.037538,0.024752,72.43975903614458,64.85943775100401,73.49397590361446,66.16465863453816,,,,
Cut / Ribbons,Unknown,Unknown,,,,,1,2,True,x_cost,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,,,,
Dark Confidant,Unknown,Unknown,,,,,2,8,True,no_abilities,0.006499,0.0,0.004004,0.0,49.34738955823293,13.504016064257028,41.61646586345382,13.504016064257028,,,,
Dark Depths,Unknown,Unknown,,,,,47,118,True,land,0.095857,0.112093,0.102603,0.091013,85.69277108433735,86.84738955823293,86.44578313253012,84.13654618473896,,,,
Darksteel Citadel,Unknown,Unknown,,,,,1,4,True,land,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Dead / Gone,Unknown,Unknown,,,,,5,10,True,x_cost,0.008123,0.024296,0.007007,0.016756,53.26305220883534,65.76305220883535,51.15461847389558,60.6425702811245,,,,
Defense Grid,Unknown,Unknown,,,,,18,55,True,no_abilities,0.044679,0.081723,0.055055,0.102056,76.45582329317268,83.33333333333333,78.3132530120482,85.4417670682731,,,,
Den of the Bugbear,Unknown,Unknown,,,,,18,39,True,land,0.031682,0.037548,0.03954,0.025895,71.93775100401606,71.73694779116465,74.59839357429719,66.76706827309236,,,,
Destiny Spinner,Unknown,Unknown,,,,,1,3,True,no_abilities,0.002437,0.013252,0.001502,0.009139,28.162650602409638,55.52208835341366,21.686746987951807,52.610441767068274,,,,
Disciple of Freyalise,Unknown,Unknown,,,,,18,53,True,x_cost,0.043054,0.018222,0.040541,0.03313,75.75301204819277,61.596385542168676,74.8995983935743,69.32730923694778,,,,
Doomsday,Unknown,Unknown,,,,,39,156,True,no_abilities,0.126726,0.119271,0.108108,0.100533,89.35742971887551,87.95180722891567,86.94779116465864,85.09036144578313,,,,
Drossforge Bridge,Unknown,Unknown,,,,,1,2,True,land,0.001625,0.001104,0.001001,0.000762,19.67871485943775,31.12449799196787,14.407630522088354,30.42168674698795,,,,
Dryad Arbor,Unknown,Unknown,,,,,79,113,True,land,0.091795,0.104914,0.084084,0.104341,85.24096385542168,86.34538152610442,84.28714859437751,85.94377510040161,,,,
Dryad of the Ilysian Grove,Unknown,Unknown,,,,,1,3,True,no_abilities,0.002437,0.001657,0.001502,0.001142,28.162650602409638,33.9859437751004,21.686746987951807,33.433734939759034,,,,
Dwarven Ruins,Unknown,Unknown,,,,,1,4,True,land,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Echoing Deeps,Unknown,Unknown,,,,,14,14,True,land,0.011373,0.020983,0.012012,0.025895,58.58433734939759,63.45381526104418,59.63855421686747,66.76706827309236,,,,
Echoing Truth,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
"Eiganjo, Seat of the Empire",Unknown,Unknown,,,,,61,101,True,land,0.082047,0.107675,0.08008,0.106245,83.9859437751004,86.64658634538152,83.43373493975903,86.144578313253,,,,
"Eladamri, Korvecdal",Unknown,Unknown,,,,,3,3,True,no_abilities,0.002437,0.006074,0.002503,0.005331,28.162650602409638,46.636546184738954,35.19076305220884,46.4859437751004,,,,
Eldrazi Temple,Unknown,Unknown,,,,,43,172,True,land,0.139724,0.125897,0.116116,0.135567,90.71285140562249,88.65461847389558,87.65060240963855,89.2570281124498,,,,
Elegant Parlor,Unknown,Unknown,,,,,13,24,True,land,0.019496,0.005522,0.020521,0.006855,66.06425702811245,46.13453815261044,66.61646586345381,48.84538152610442,,,,
Emeria's Call,Unknown,Unknown,,,,,36,143,True,x_cost,0.116166,0.172281,0.095596,0.169078,88.05220883534136,92.11847389558233,85.89357429718875,91.66666666666667,,,,
Endless One,Unknown,Unknown,,,,,1,4,True,x_cost,0.003249,0.006626,0.002002,0.00457,36.64658634538153,47.48995983935743,29.66867469879518,45.33132530120482,,,,
Engineered Explosives,Unknown,Unknown,,,,,3,4,True,x_cost,0.003249,0.013252,0.004505,0.024372,36.64658634538153,55.52208835341366,43.92570281124498,65.8132530120482,,,,
Entreat the Angels,Unknown,Unknown,,,,,2,2,True,x_cost,0.001625,0.003865,0.001001,0.002666,19.67871485943775,40.16064257028113,14.407630522088354,39.45783132530121,,,,
Estrid's Invocation,Unknown,Unknown,,,,,1,2,True,no_abilities,0.001625,0.008835,0.001001,0.006093,19.67871485943775,50.30120481927711,14.407630522088354,47.640562248995984,,,,
Eternal Scourge,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.001001,0.0,7.228915662650603,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Eumidian Hatchery,Unknown,Unknown,,,,,2,8,True,land,0.006499,0.0,0.006006,0.0,49.34738955823293,13.504016064257028,47.99196787148594,13.504016064257028,,,,
Eureka,Unknown,Unknown,,,,,2,2,True,no_abilities,0.001625,0.004417,0.001001,0.003046,19.67871485943775,43.22289156626506,14.407630522088354,41.91767068273092,,,,
Exhume,Unknown,Unknown,,,,,26,86,True,no_abilities,0.069862,0.051905,0.075075,0.038842,81.77710843373494,76.6566265060241,82.47991967871486,72.54016064257029,,,,
Exploration,Unknown,Unknown,,,,,25,100,True,no_abilities,0.081235,0.055218,0.092092,0.038081,83.63453815261045,77.40963855421687,85.4417670682731,71.78714859437751,,,,
Eye of Ugin,Unknown,Unknown,,,,,58,148,True,land,0.120227,0.114854,0.098599,0.121097,88.70481927710843,87.34939759036145,86.144578313253,87.75100401606426,,,,
Fell the Profane,Unknown,Unknown,,,,,36,146,True,x_cost,0.118603,0.071784,0.125626,0.093298,88.35341365461848,81.42570281124497,88.75502008032129,84.38755020080322,,,,
Field of Ruin,Unknown,Unknown,,,,,7,12,True,land,0.009748,0.005522,0.011011,0.003808,56.12449799196787,46.13453815261044,57.93172690763052,44.07630522088353,,,,
Field of the Dead,Unknown,Unknown,,,,,6,8,True,land,0.006499,0.000552,0.006006,0.000381,49.34738955823293,28.664658634538153,47.99196787148594,28.313253012048193,,,,
Finale of Devastation,Unknown,Unknown,,,,,1,1,True,x_cost,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Fire / Ice,Unknown,Unknown,,,,,14,50,True,x_cost,0.040617,0.033131,0.058559,0.065499,74.94979919678715,69.87951807228916,79.36746987951807,78.96586345381526,,,,
Flagstones of Trokair,Unknown,Unknown,,,,,21,46,True,land,0.037368,0.069575,0.038038,0.056359,74.19678714859438,81.17469879518072,73.84538152610442,77.15863453815261,,,,
Flare of Malice,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.001502,0.0,7.228915662650603,13.504016064257028,21.686746987951807,13.504016064257028,,,,
Flooded Strand,Unknown,Unknown,,,,,483,1262,True,land,1.025183,1.110436,1.046046,1.125286,99.19678714859438,99.09638554216868,99.19678714859438,99.09638554216868,,,,
Forest,Unknown,Unknown,,,,,170,242,True,land,0.196588,0.237438,0.18969,0.258187,93.67469879518072,94.57831325301204,93.37349397590361,94.27710843373494,,,,
Forth Eorlingas!,Unknown,Unknown,,,,,65,147,True,x_cost,0.119415,0.102154,0.168168,0.115385,88.45381526104417,86.19477911646587,92.26907630522088,87.34939759036145,,,,
Frenzied Goblin,Unknown,Unknown,,,,,3,12,True,no_abilities,0.009748,0.01767,0.018018,0.036558,56.12449799196787,60.24096385542169,65.16064257028113,71.08433734939759,,,,
Gaea's Cradle,Unknown,Unknown,,,,,71,203,True,land,0.164907,0.17725,0.15015,0.176314,92.41967871485944,92.570281124498,91.31526104417671,92.06827309236948,,,,
Gaea's Will,Unknown,Unknown,,,,,21,22,True,x_cost,0.017872,0.022639,0.018018,0.01866,65.41164658634538,64.85943775100401,65.16064257028113,61.84738955823293,,,,
Galvanic Discharge,Unknown,Unknown,,,,,1,2,True,no_abilities,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Geier Reach Sanitarium,Unknown,Unknown,,,,,2,3,True,land,0.002437,0.013252,0.001502,0.009139,28.162650602409638,55.52208835341366,21.686746987951807,52.610441767068274,,,,
Gemstone Caverns,Unknown,Unknown,,,,,21,24,True,land,0.019496,0.028161,0.022523,0.02818,66.06425702811245,67.6706827309237,67.62048192771084,67.62048192771084,,,,
Gemstone Mine,Unknown,Unknown,,,,,1,2,True,land,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Ghost Quarter,Unknown,Unknown,,,,,28,32,True,land,0.025995,0.022639,0.026527,0.015613,68.77510040160642,64.85943775100401,69.42771084337349,59.63855421686747,,,,
Ghostly Flicker,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Glacial Chasm,Unknown,Unknown,,,,,12,12,True,land,0.009748,0.014909,0.008008,0.015613,56.12449799196787,57.2289156626506,53.56425702811245,59.63855421686747,,,,
Glasspool Mimic,Unknown,Unknown,,,,,1,4,True,x_cost,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,,,,
Glimmerpost,Unknown,Unknown,,,,,25,70,True,land,0.056864,0.050801,0.046046,0.056359,78.56425702811245,76.30522088353413,76.45582329317268,77.15863453815261,,,,
Glimmervoid,Unknown,Unknown,,,,,1,2,True,land,0.001625,0.003313,0.001001,0.002285,19.67871485943775,38.102409638554214,14.407630522088354,37.55020080321285,,,,
Goblin Charbelcher,Unknown,Unknown,,,,,1,1,True,no_abilities,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Goblin Lackey,Unknown,Unknown,,,,,8,32,True,no_abilities,0.025995,0.046383,0.028028,0.031988,68.77510040160642,74.94979919678715,69.77911646586345,68.92570281124497,,,,
Goblin Welder,Unknown,Unknown,,,,,40,166,True,no_abilities,0.13485,0.166207,0.136136,0.181645,90.41164658634538,91.66666666666667,89.60843373493975,92.46987951807229,,,,
Great Furnace,Unknown,Unknown,,,,,45,98,True,land,0.07961,0.081723,0.08008,0.089871,83.13253012048193,83.33333333333333,83.43373493975903,83.93574297188755,,,,
Green Sun's Zenith,Unknown,Unknown,,,,,85,321,True,x_cost,0.260764,0.29873,0.233734,0.295887,95.58232931726907,95.58232931726907,94.87951807228916,95.08032128514056,,,,
Grove of the Burnwillows,Unknown,Unknown,,,,,4,10,True,land,0.008123,0.0,0.011011,0.0,53.26305220883534,13.504016064257028,57.93172690763052,13.504016064257028,,,,
Guided Passage,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.006626,0.002002,0.00457,36.64658634538153,47.48995983935743,29.66867469879518,45.33132530120482,,,,
Hagra Mauling,Unknown,Unknown,,,,,2,6,True,x_cost,0.004874,0.015461,0.003003,0.010663,44.6285140562249,57.98192771084337,37.55020080321285,54.56827309236948,,,,
Hall of Heliod's Generosity,Unknown,Unknown,,,,,2,2,True,land,0.001625,0.000552,0.001001,0.000381,19.67871485943775,28.664658634538153,14.407630522088354,28.313253012048193,,,,
Hallowed Fountain,Unknown,Unknown,,,,,1,3,True,land,0.002437,0.011596,0.001502,0.007997,28.162650602409638,52.911646586345384,21.686746987951807,50.0,,,,
Harbinger of the Seas,Unknown,Unknown,,,,,2,2,True,no_abilities,0.001625,0.0,0.002503,0.0,19.67871485943775,13.504016064257028,35.19076305220884,13.504016064257028,,,,
Hedge Maze,Unknown,Unknown,,,,,79,79,True,land,0.064175,0.070127,0.055055,0.060548,80.82329317269077,81.32530120481928,78.3132530120482,78.21285140562249,,,,
Hickory Woodlot,Unknown,Unknown,,,,,3,8,True,land,0.006499,0.0,0.007007,0.0,49.34738955823293,13.504016064257028,51.15461847389558,13.504016064257028,,,,
High Tide,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.002209,0.002002,0.001523,36.64658634538153,36.596385542168676,29.66867469879518,36.04417670682731,,,,
Horizon Canopy,Unknown,Unknown,,,,,14,14,True,land,0.011373,0.006074,0.015015,0.004189,58.58433734939759,46.636546184738954,63.25301204819277,44.528112449799195,,,,
Hydroelectric Specimen,Unknown,Unknown,,,,,4,13,True,x_cost,0.010561,0.0,0.006507,0.0,57.47991967871486,13.504016064257028,49.69879518072289,13.504016064257028,,,,
Hydroid Krasis,Unknown,Unknown,,,,,1,1,True,x_cost,0.000812,0.0,0.001001,0.0,7.228915662650603,13.504016064257028,14.407630522088354,13.504016064257028,,,,
Ifnir Deadlands,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Impulse,Unknown,Unknown,,,,,5,14,True,no_abilities,0.011373,0.005522,0.014515,0.006855,58.58433734939759,46.13453815261044,62.75100401606426,48.84538152610442,,,,
Indatha Triome,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.003865,0.000501,0.002666,7.228915662650603,40.16064257028113,5.271084337349397,39.45783132530121,,,,
Inkmoth Nexus,Unknown,Unknown,,,,,2,8,True,land,0.006499,0.0,0.012012,0.0,49.34738955823293,13.504016064257028,59.63855421686747,13.504016064257028,,,,
Innocent Blood,Unknown,Unknown,,,,,1,4,True,no_abilities,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,,,,
Inventors' Fair,Unknown,Unknown,,,,,8,8,True,land,0.006499,0.012148,0.009009,0.019802,49.34738955823293,53.56425702811245,55.12048192771084,62.299196787148595,,,,
Island,Unknown,Unknown,,,,,587,903,True,land,0.73355,0.737162,0.72973,0.79246,98.69477911646587,98.19277108433735,98.19277108433735,98.29317269076306,,,,
Island of Wak-Wak,Unknown,Unknown,,,,,1,2,True,land,0.001625,0.007731,0.001001,0.005331,19.67871485943775,48.59437751004016,14.407630522088354,46.4859437751004,,,,
Jetmir's Garden,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.0,0.001502,0.0,7.228915662650603,13.504016064257028,21.686746987951807,13.504016064257028,,,,
Karakas,Unknown,Unknown,,,,,235,382,True,land,0.310317,0.326339,0.313814,0.319878,95.88353413654619,96.18473895582329,95.88353413654619,95.73293172690764,,,,
Karn's Sylex,Unknown,Unknown,,,,,2,4,True,no_abilities,0.003249,0.00497,0.002002,0.003427,36.64658634538153,45.43172690763052,29.66867469879518,43.57429718875502,,,,
"Karn, the Great Creator",Unknown,Unknown,,,,,81,328,True,no_abilities,0.26645,0.26339,0.265265,0.35834,95.68273092369478,95.08032128514056,95.58232931726907,96.18473895582329,,,,
Ketria Triome,Unknown,Unknown,,,,,1,1,True,land,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,,,,
Kozilek's Command,Unknown,Unknown,,,,,95,398,True,x_cost,0.323314,0.314191,0.293293,0.420792,95.98393574297188,96.08433734939759,95.78313253012048,96.5863453815261,,,,
Lair of the Hydra,Unknown,Unknown,,,,,17,17,True,land,0.01381,0.010491,0.014014,0.009139,62.19879518072289,52.25903614457831,62.09839357429719,52.610441767068274,,,,
Lake of the Dead,Unknown,Unknown,,,,,3,6,True,land,0.004874,0.001104,0.003003,0.000762,44.6285140562249,31.12449799196787,37.55020080321285,30.42168674698795,,,,
Lazotep Quarry,Unknown,Unknown,,,,,4,7,True,land,0.005686,0.008835,0.006507,0.012186,46.4859437751004,50.30120481927711,49.69879518072289,56.42570281124498,,,,
Leyline of Transformation,Unknown,Unknown,,,,,2,8,True,no_abilities,0.006499,0.0,0.004004,0.0,49.34738955823293,13.504016064257028,41.61646586345382,13.504016064257028,,,,
